Authors;Title;Link;Abstract;Author Keywords
Agrafiotis D.K., Xu H., Zhu F., Bandyopadhyay D., Liu P.;Stochastic proximity embedding: Methods and applications;https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650209298&partnerID=40&md5=e09e886e37d23ebbd8df38bc4f2dc9dd;Since its inception in 1996, the stochastic proximity embedding (SPE) algorithm and its variants have been applied to a wide range of problems in computational chemistry and biology with notable success. At its core, SPE attempts to generate Euclidean coordinates for a set of points so that they satisfy a prescribed set of geometric constraints. The algorithm's appeal rests on three factors: 1) its conceptual and programmatic simplicity, 2) its superior speed and scaling properties, and 3) its broad applicability. Here, we review some of the key applications, outline known limitations and ways to circumvent them, and highlight additional problem domains where the use of this technique could lead to significant breakthroughs. © 2010 Wiley-VCH Verlag GmbH & Co. KGaA, Weinheim.;Alignment, Boosting, Conformational analysis, Dimensionality reduction, Docking, Loop modeling, Manifold learning, Nonlinear mapping, Pharmacophore, Protein loop, Self-organizing superposition, Stochastic proximity embedding, Stochastic search, Structure depiction, Systematic search
Da Silva F.Q.B., Santos A.L.M., Soares S.C.B., França A.C.C., Monteiro C.V.F.;A critical appraisal of systematic reviews in software engineering from the perspective of the research questions asked in the reviews;https://www.scopus.com/inward/record.uri?eid=2-s2.0-78149269054&partnerID=40&md5=9c8c8f068313c45873ea7cd368add628;After a seminal article introducing-evidence based software engineering in 2004, systematic reviews (SR) have been increasingly used as a method for conducting secondary studies in software engineering. Our goal is to critically appraise the use of SR in software engineering with respect to the research questions asked and the ways the questions were used in the reviews. We analyzed 53 literature reviews that had been collected in two published tertiary studies. We found that over 65% of the research questions asked in the reviews were exploratory and only 15% investigated causality questions. We concluded that there is a need for a consistent use of terminology to classify secondary studies and that reports of literature reviews should follow reporting guidelines to support assessment and comparison. © 2010 ACM.;mapping studies, software engineering, systematic reviews
Kitchenham B., Pretorius R., Budgen D., Brereton O.P., Turner M., Niazi M., Linkman S.;Systematic literature reviews in software engineering-A tertiary study;https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953727654&partnerID=40&md5=5da863366bb1e6f041ec226e6a7e2fbf;Context: In a previous study, we reported on a systematic literature review (SLR), based on a manual search of 13 journals and conferences undertaken in the period 1st January 2004 to 30th June 2007. Objective: The aim of this on-going research is to provide an annotated catalogue of SLRs available to software engineering researchers and practitioners. This study updates our previous study using a broad automated search. Method: We performed a broad automated search to find SLRs published in the time period 1st January 2004 to 30th June 2008. We contrast the number, quality and source of these SLRs with SLRs found in the original study. Results: Our broad search found an additional 35 SLRs corresponding to 33 unique studies. Of these papers, 17 appeared relevant to the undergraduate educational curriculum and 12 appeared of possible interest to practitioners. The number of SLRs being published is increasing. The quality of papers in conferences and workshops has improved as more researchers use SLR guidelines. Conclusion: SLRs appear to have gone past the stage of being used solely by innovators but cannot yet be considered a main stream software engineering research methodology. They are addressing a wide range of topics but still have limitations, such as often failing to assess primary study quality. © 2010 Elsevier B.V. All rights reserved.;Mapping study, Software engineering, Systematic literature review, Tertiary study
Wimmer M., Kappel G., Kusel A., Retschitzegger W., Schoenboeck J., Schwinger W.;Surviving the heterogeneity jungle with composite mapping operators;https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954690776&partnerID=40&md5=89ffd936523ffa09c85722310989637e;Model transformations play a key role in the vision of Model-Driven Engineering. Nevertheless, mechanisms like abstraction, variation and composition for specifying and applying reusable model transformations - like urgently needed for resolving recurring structural heterogeneities - are insufficiently supported so far. Therefore, we propose to specify model transformations by a set of pre-defined mapping operators (MOps), each resolving a certain kind of structural heterogeneity. Firstly, these MOps can be used in the context of arbitrary metamodels since they abstract from concrete metamodel types. Secondly, MOps can be tailored to resolve certain structural heterogeneities by means of black-box reuse. Thirdly, based on a systematic set of kernel MOps resolving basic heterogeneities, composite ones can be built in order to deal with more complex scenarios. Finally, an extensible library of MOps is proposed, allowing for automatically executable mapping specifications since every MOp exhibits a clearly defined operational semantics. © 2010 Springer-Verlag.;Executable Mappings, Reuse, Structural Heterogeneities
Alexe B., Kolaitis P.G., Tan W.-C.;Characterizing schema mappings via data examples;https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954728131&partnerID=40&md5=a8f2e5ed827862a1069e297f7a74c9a0;Schema mappings are high-level specifications that describe the relationship between two database schemas, they are considered to be the essential building blocks in data exchange and data integration, and have been the object of extensive research investigations. Since in real-life applications schema mappings can be quite complex, it is important to develop methods and tools for understanding, explaining, and refining schema mappings. A promising approach to this effect is to use good data examples that illustrate the schema mapping at hand. We develop a foundation for the systematic investigation of data examples and obtain a number of results on both the capabilities and the limitations of data examples in explaining and understanding schema mappings. We focus on schema mappings specified by source-to-target tuple generating dependencies (s-t tgds) and investigate the following problem: which classes of s-t tgds can be uniquely characterized by a finite set of data examples? Our investigation begins by considering finite sets of positive and negative examples, which are arguably the most natural choice of data examples. However, we show that they are not powerful enough to yield interesting unique characterizations. We then consider finite sets of universal examples, where a universal example is a pair consisting of a source instance and a universal solution for that source instance. We unveil a tight connection between unique characterizations via universal examples and the existence of Armstrong bases (a relaxation of the classical notion of Armstrong databases). On the positive side, we show that every schema mapping specified by LAV s-t tgds is uniquely characterized by a finite set of universal examples with respect to the class of LAV s-t tgds. Moreover, this positive result extends to the much broader classes of n-modular schema mappings, n a positive integer. Finally, we show that, on the negative side, there are schema mappings specified by GAV s-t tgds that are not uniquely characterized by any finite set of universal examples and negative examples with respect to the class of GAV s-t tgds (hence also with respect to the class of all s-t tgds). © 2010 ACM.;data examples, data exchange, data integration, schema mappings
Kitchenham B., Brereton P., Budgen D.;The educational value of mapping studies of software engineering literature;https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954707310&partnerID=40&md5=defab015bf7f6683d9f739fd6f166af9;We identify three challenges related to the provenance of the material we use in teaching software engineering. We suggest that these challenges can be addressed by using evidence-based software engineering (EBSE) and its primary tool of systematic literature reviews (SLRs). This paper aims to assess the educational and scientific value of undergraduate and postgraduate students undertaking a specific form of SLR called a mapping study. Using a case study methodology, we asked three postgraduate students and three undergraduates and their supervisor to complete a questionnaire concerning the educational value of mapping studies and any problems they experienced. Students found undertaking a mapping study to be a valuable experience providing both reusable research skills and a good overview of a research topic. Postgraduates found it useful as a starting point for their studies. Undergraduates reported problems undertaking the study in the required timescales. Searching and classifying the literature was difficult. © 2010 ACM.;education, evidence-based software engineering, mapping studies, systematic literature review
Pellenz J., Paulus D.;Stable mapping using a Hyper Particle Filter;https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950972472&partnerID=40&md5=c2cf0973509a0351b5787f06607be1e4;Often Particle Filters are used to solve the SLAM (Simultaneous Localization and Mapping) problem in robotics: The particles represent the possible poses of the robot, and their weight is determined by checking if the sensor readings are consistent with the so far acquired map. Mostly a single map is maintained during the exploration, and only with Rao-Blackwellized Particle Filters each particle carries its own map. In this contribution, we propose a Hyper Particle Filter (HPF) - a Particle Filter of Particle Filters - for solving the SLAM problem in unstructured environments. Each particle of the HPF contains a standard Particle Filter (with a map and a set particles, that model the belief of the robot pose in this particular map). To measure the weight of a particle in the HPF, we developed two map quality measures that can be calculated automatically and do not rely on a ground truth map: The first map quality measure determines the contrast of the occupancy map. If the map has a high contrast, it is likely that the pose of the robot was always determined correctly before the map was updated, which finally leads to an overall consistent map. The second map quality measure determines the distribution of the orientation of wall pixels calculated by the Sobel operator. Using the model of a rectangular overall structure, slight but systematic errors in the map can be detected. Using the two measures, broken maps can automatically be detected. The corresponding particle is then more likely to be replaced by a particle with a better map within the HPF. We implemented the approach on our robot Robbie 12, which will be used in the RoboCup Rescue league in 2009. We tested the HPF using the log files from last years RoboCup Rescue autonomy final, and with new data of a larger building. The quality of the generated maps outperformed our last years (league's best) maps. With the data acquired in the larger structure, Robbie was able to close loops in the map. Due to a highly efficient implementation, the algorithm still runs online during the autonomous exploration. © 2010 Springer.,;
Ochoa I., Crespo P., Ser J.D., Hernaez M.;Turbo joint source-channel coding of non-uniform memoryless sources in the bandwidth-limited regime;https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950631774&partnerID=40&md5=79480699aa904ffa394c7a3ecf2b51b1;This letter proposes a novel one-layer coding/ shaping scheme with single-level codes and sigma-mapping for the bandwidth-limited regime. Specifically, we consider nonuniform memoryless sources sent over AWGN channels. At the transmitter, binary data are encoded by a Turbo code composed of two identical RSC (Recursive Systematic Convolutional) encoders. The encoded bits are randomly interleaved and modulated before entering the sigma-mapper. The modulation employed in this system follows the unequal energy allocation scheme first introduced in [1]. The receiver consists of an iterative demapping/decoding algorithm, which incorporates the a priori probabilities of the source symbols. To the authors knowledge, work in this area has only been done for the power-limited regime. In particular, the authors in [2] proposed a scheme based on a Turbo code with RSC encoders and unequal energy allocation. Therefore, it is reasonable to compare the performance with respect to the Shannon limit of our proposed bandwidthlimited regime scheme with this former power-limited regime scheme. Simulation results show that our performance is as good or slightly better than that of the system in [2]. © 2006 IEEE.;Bandwidth-limited regime, Non-uniform memoryless sources, Sigma-mapping, Turbo codes
Rebholz-Schuhmann D., Jimeno-Yepes A., Arregui M., Kirsch H.;Measuring prediction capacity of individual verbs for the identification of protein interactions;https://www.scopus.com/inward/record.uri?eid=2-s2.0-77949315091&partnerID=40&md5=b412464b0b4e7a36b2d2a956eac729dd;Motivation: The identification of events such as protein-protein interactions (PPIs) from the scientific literature is a complex task. One of the reasons is that there is no formal syntax to denote such relations in the scientific literature. Nonetheless, it is important to understand such relational event representations to improve information extraction solutions (e.g., for gene regulatory events). In this study, we analyze publicly available protein interaction corpora (AIMed, BioInfer, BioCreAtIve II) to determine the scope of verbs used to denote protein interactions and to measure their predictive capacity for the identification of PPI events. Our analysis is based on syntactical language patterns. This restriction has the advantage that the verb mention is used as the independent variable in the experiments enabling comparability of results in the usage of the verbs. The initial selection of verbs has been generated from a systematic analysis of the scientific literature and existing corpora for PPIs. We distinguish modifying interactions (MIs) such as posttranslational modifications (PTMs) from non-modifying interactions (NMIs) and assumed that MIs have a higher predictive capacity due to stronger scientific evidence proving the interaction. We found that MIs are less frequent in the corpus but can be extracted at the same precision levels as PPIs. A significant portion of correct PPI reportings in the BioCreAtIve II corpus use the verb associate, which semantically does not prove a relation. The performance of every monitored verb is listed and allows the selection of specific verbs to improve the performance of PPI extraction solutions. Programmatic access to the text processing modules is available online (www.ebi.ac.uk/webservices/whatizit/info.jsf) and the full analysis of Medline abstracts will be made through the Web pages of the Rebholz group. © 2009 Elsevier Inc. All rights reserved.;Information extraction, Protein-protein interaction, Semantic relations, Text mining
Svahnberg M., Gorschek T., Feldt R., Torkar R., Saleem S.B., Shafique M.U.;A systematic review on strategic release planning models;https://www.scopus.com/inward/record.uri?eid=2-s2.0-75449114624&partnerID=40&md5=65c6eb5fb9de3f7066edff27cfb677ae;Context: Strategic release planning (sometimes referred to as road-mapping) is an important phase of the requirements engineering process performed at product level. It is concerned with selection and assignment of requirements in sequences of releases such that important technical and resource constraints are fulfilled. Objectives: In this study we investigate which strategic release planning models have been proposed, their degree of empirical validation, their factors for requirements selection, and whether they are intended for a bespoke or market-driven requirements engineering context. Methods: In this systematic review a number of article sources are used, including Compendex, Inspec, IEEE Xplore, ACM Digital Library, and Springer Link. Studies are selected after reading titles and abstracts to decide whether the articles are peer reviewed, and relevant to the subject. Results: Twenty four strategic release planning models are found and mapped in relation to each other, and a taxonomy of requirements selection factors is constructed. Conclusions: We conclude that many models are related to each other and use similar techniques to address the release planning problem. We also conclude that several requirement selection factors are covered in the different models, but that many methods fail to address factors such as stakeholder value or internal value. Moreover, we conclude that there is a need for further empirical validation of the models in full scale industry trials. © 2009 Elsevier B.V. All rights reserved.;Requirements selection factors, Road-mapping, Strategic release planning models, Systematic review
Eva H., Carboni S., Achard F., Stach N., Durieux L., Faure J.-F., Mollicone D.;Monitoring forest areas from continental to territorial levels using a sample of medium spatial resolution satellite imagery;https://www.scopus.com/inward/record.uri?eid=2-s2.0-77649342722&partnerID=40&md5=cf109c55daa9b3dfa19e705d4d4da2df;A global systematic sampling scheme has been developed by the UN FAO and the EC TREES project to estimate rates of deforestation at global or continental levels at intervals of 5 to 10 years. This global scheme can be intensified to produce results at the national level. In this paper, using surrogate observations, we compare the deforestation estimates derived from these two levels of sampling intensities (one, the global, for the Brazilian Amazon the other, national, for French Guiana) to estimates derived from the official inventories. We also report the precisions that are achieved due to sampling errors and, in the case of French Guiana, compare such precision with the official inventory precision. We extract nine sample data sets from the official wall-to-wall deforestation map derived from satellite interpretations produced for the Brazilian Amazon for the year 2002 to 2003. This global sampling scheme estimate gives 2.81 million ha of deforestation (mean from nine simulated replicates) with a standard error of 0.10 million ha. This compares with the full population estimate from the wall-to-wall interpretations of 2.73 million ha deforested, which is within one standard error of our sampling test estimate. The relative difference between the mean estimate from sampling approach and the full population estimate is 3.1%, and the standard error represents 4.0% of the full population estimate. This global sampling is then intensified to a territorial level with a case study over French Guiana to estimate deforestation between the years 1990 and 2006. For the historical reference period, 1990, Landsat-5 Thematic Mapper data were used. A coverage of SPOT-HRV imagery at 20 m × 20 m resolution acquired at the Cayenne receiving station in French Guiana was used for year 2006. Our estimates from the intensified global sampling scheme over French Guiana are compared with those produced by the national authority to report on deforestation rates under the Kyoto protocol rules for its overseas department. The latter estimates come from a sample of nearly 17,000 plots analyzed from same spatial imagery acquired between year 1990 and year 2006. This sampling scheme is derived from the traditional forest inventory methods carried out by IFN (Inventaire Forestier National). Our intensified global sampling scheme leads to an estimate of 96,650 ha deforested between 1990 and 2006, which is within the 95% confidence interval of the IFN sampling scheme, which gives an estimate of 91,722 ha, representing a relative difference from the IFN of 5.4%. These results demonstrate that the intensification of the global sampling scheme can provide forest area change estimates close to those achieved by official forest inventories (<6%), with precisions of between 4% and 7%, although we only estimate errors from sampling, not from the use of surrogate data. Such methods could be used by developing countries to demonstrate that they are fulfilling requirements for reducing emissions from deforestation in the framework of an REDD (Reducing Emissions from Deforestation in Developing Countries) mechanism under discussion within the United Nations Framework Convention on Climate Change (UNFCCC). Monitoring systems at national levels in tropical countries can also benefit from pan-tropical and regional observations, to ensure consistency between different national monitoring systems. © 2009 International Society for Photogrammetry and Remote Sensing, Inc. (ISPRS).;Change detection, Forestry, Landsat, Sampling, SPOT
Wessel P.;Tools for analyzing intersecting tracks: The x2sys package;https://www.scopus.com/inward/record.uri?eid=2-s2.0-75749092552&partnerID=40&md5=8be40320df766615c0ea7571ac10ddc6;I present a new set of tools for detection of intersections among tracks in 2-D Cartesian or geographic coordinates. These tools allow for evaluation of crossover errors at intersections, analysis of such crossover errors to determine appropriate linear models of systematic corrections for each track, and application of these corrections and further adjustments to data that completely eliminates crossover discrepancies from final 2-D data compilations. Unlike my older x_system tools, the new x2sys tools implement modern algorithms for detecting track intersections and are capable of reading a wide range of data file formats, including data files following the netCDF COARDS convention. The x2sys package contains several programs that address the various tasks needed to undertake a comprehensive crossover analysis and is distributed as a supplement to the Generic Mapping Tools, making them available for all computer platforms and architectures. © 2009 Elsevier Ltd. All rights reserved.;Crossover errors, Data quality improvement, Leveling, Track intersection
Geelen B., Ferentinos V., Catthoor F., Lafruit G., Verkest D., Lauwereins R., Stouraitis T.;Modeling and exploiting spatial locality trade-offs in wavelet-based applications under varying resource requirements;https://www.scopus.com/inward/record.uri?eid=2-s2.0-77949439629&partnerID=40&md5=79830c27543ddd3ad7f9583d226a83a8;Future dynamic applications will require new mapping strategies to deliver power-efficient performance. Fully static design-time mappings will not be able to optimally address the unpredictably varying application characteristics and system resource requirements. Instead, the platforms will not only need to be programmable in terms of instruction set processors, but also at least partial reconfigurability will be required, while the applications themselves will need to exploit this increased freedom at runtime to adapt to the dynamism. In this context, it is important for applications to optimally exploit the memory hierarchy under varying memory availability. This article presents an analysis of spatial locality trade-offs in wavelet-based applications, to be used in dynamic execution environments: Depending on the encountered runtime conditions, the execution switches to different memory optimized instantiations or localizations, optimally exploiting temporal and spatial locality under these conditions. This is enabled by systematic mapping guidelines, indicating how the miss-rate behavior of a localization is influenced by a specific execution condition, under which conditions a certain localization is optimal and which miss-rate gains may be obtained by switching to that localization. © 2010 ACM.;Dynamism, Loop transformations, Wavelet transform
Underwood J.P., Hill A., Peynot T., Scheding S.J.;Error modeling and calibration of exteroceptive sensors for accurate mapping applications;https://www.scopus.com/inward/record.uri?eid=2-s2.0-75749148780&partnerID=40&md5=11ab566b6c7d1ce5f6131c31f221976a;Reliable robotic perception and planning are critical to performing autonomous actions in uncertain, unstructured environments. In field robotic systems, automation is achieved by interpreting exteroceptive sensor information to infer something about the world. This is then mapped to provide a consistent spatial context, so that actions can be planned around the predicted future interaction of the robot and the world. The whole system is as reliable as the weakest link in this chain. In this paper, the term mapping is used broadly to describe the transformation of range-based exteroceptive sensor data (such as LIDAR or stereo vision) to a fixed navigation frame, so that it can be used to form an internal representation of the environment. The coordinate transformation from the sensor frame to the navigation frame is analyzed to produce a spatial error model that captures the dominant geometric and temporal sources of mapping error. This allows the mapping accuracy to be calculated at run time. A generic extrinsic calibration method for exteroceptive range-based sensors is then presented to determine the sensor location and orientation. This allows systematic errors in individual sensors to be minimized, and when multiple sensors are used, it minimizes the systematic contradiction between them to enable reliable multisensor data fusion. The mathematical derivations at the core of this model are not particularly novel or complicated, but the rigorous analysis and application to field robotics seems to be largely absent from the literature to date. The techniques in this paper are simple to implement, and they offer a significant improvement to the accuracy, precision, and integrity of mapped information. Consequently, they should be employed whenever maps are formed fromrange-based exteroceptive sensor data. © 2009 Wiley Periodicals, Inc.,;
Chen C., Zhuang Y., Xiao J.;Silhouette representation and matching for 3D pose discrimination - A comparative study;https://www.scopus.com/inward/record.uri?eid=2-s2.0-74749093808&partnerID=40&md5=a3ee5b961d5d1f51a9157da2dc869603;Inferring 3D human poses from marker-free images is an important but challenging task. A large body of algorithms has been proposed to that end, among which the discriminative methods using silhouettes as visual inputs are an important category. For these methods, silhouette representation and matching is very important. An effective silhouette representation method computes discriminative and compact silhouette descriptors which are used for learning the silhouette-pose mapping, and a good silhouette matching algorithm enables effective comparison and search in the example database. However, there has not been an extensive study on the abundance of shape analysis techniques in the context of pose discrimination. In this paper, we give a systematic study on the performances of shape representation and matching algorithms for pose discrimination, and we explore the influences of different realistic factors encountered in practical systems, such as yaw angle, camera tilt, silhouette noise, and the selection of training examples. We conduct various quantitative evaluations using synthetic and real silhouettes based on HumanEva dataset. Our work provides new insights into pose inferring algorithms and the designing and building of practical systems. © 2009 Elsevier B.V. All rights reserved.;Comparative study, Motion recovery, Performance evaluation, Pose inferring, Shape analysis
Ko S., Lee H.;Integrative approaches to the prediction of protein functions based on the feature selection;https://www.scopus.com/inward/record.uri?eid=2-s2.0-75449106803&partnerID=40&md5=48f0d2381572d93c0646683dbce5dc00;Background: Protein function prediction has been one of the most important issues in functional genomics. With the current availability of various genomic data sets, many researchers have attempted to develop integration models that combine all available genomic data for protein function prediction. These efforts have resulted in the improvement of prediction quality and the extension of prediction coverage. However, it has also been observed that integrating more data sources does not always increase the prediction quality. Therefore, selecting data sources that highly contribute to the protein function prediction has become an important issue.Results: We present systematic feature selection methods that assess the contribution of genome-wide data sets to predict protein functions and then investigate the relationship between genomic data sources and protein functions. In this study, we use ten different genomic data sources in Mus musculus, including: protein-domains, protein-protein interactions, gene expressions, phenotype ontology, phylogenetic profiles and disease data sources to predict protein functions that are labelled with Gene Ontology (GO) terms. We then apply two approaches to feature selection: exhaustive search feature selection using a kernel based logistic regression (KLR), and a kernel based L1-norm regularized logistic regression (KL1LR). In the first approach, we exhaustively measure the contribution of each data set for each function based on its prediction quality. In the second approach, we use the estimated coefficients of features as measures of contribution of data sources. Our results show that the proposed methods improve the prediction quality compared to the full integration of all data sources and other filter-based feature selection methods. We also show that contributing data sources can differ depending on the protein function. Furthermore, we observe that highly contributing data sets can be similar among a group of protein functions that have the same parent in the GO hierarchy.Conclusions: In contrast to previous integration methods, our approaches not only increase the prediction quality but also gather information about highly contributing data sources for each protein function. This information can help researchers collect relevant data sources for annotating protein functions. © 2009 Ko and Lee, licensee BioMed Central Ltd.,;
Condori-Fernandez N., Daneva M., Sikkel K., Wieringa R., Dieste O., Pastor O.;A systematic mapping study on empirical evaluation of software requirements specifications techniques;https://www.scopus.com/inward/record.uri?eid=2-s2.0-72449133279&partnerID=40&md5=45d7ed884e96019e8d9d06c0b858cb09;This paper describes an empirical mapping study, which was designed to identify what aspects of Software Requirement Specifications (SRS) are empirically evaluated, in which context, and by using which research method. On the basis of 46 identified and categorized primary studies, we found that understandability is the most commonly evaluated aspect of SRS, experiments are the most commonly used research method, and the academic environment is where most empirical evaluation takes place. © 2009 IEEE.,;
Li Y., Wu L., Yang Y., Xia R., Wang Y., Jin X.;Integration of vegetation inventory data and ALOS image for vegetation classification in Yancheng coastal wetlands;https://www.scopus.com/inward/record.uri?eid=2-s2.0-71549160333&partnerID=40&md5=d05700ddce42c90a1fca95d6a77032f8;Systematic mapping and monitoring of wetland landscape are of fundamental importance for wetland development and management. To accurately classify wetland in Yancheng coastal wetland, ground investigation was conducted in 2006. Integrated with ground investigation, the wetland was classified into 8 categories such as Spartina alterniflora Loisel, Farm land, Phragmites Australis, Artemisia halodendron Turcz, Bare beach, Salt field, Fish & shrimp pond, and Sea water. A total of three decision trees were successfully produced. The first represented broad divisions of vegetation (in fact, at this stage, it just can be called vegetated cover like) and non-vegetation, and the second two represented more detailed vegetation classes and non-vegetation classes. To construct the decision trees, NDVI and principal component analysis were used as the evaluation factors. The thresholds were built combining with ground investigation and spectral property. Firstly, almost all kinds of vegetable were divided out of non-vegetation by NDVI. Secondly, the different species of vegetation were distinguished and some vegetated cover like was eliminated out of vegetation. Phragmites Australis belt, Artemisia halodendron Turcz belt, Spartina alterniflora Loisel belt and bare beach belt were distributed regularly from land to sea. © 2009 Copyright SPIE - The International Society for Optical Engineering.;ALOS image, Classification, Coastal wetland, Decision tree, Principal component analysis, Vegetation
Rau J.-Y., Chen L.-C., Hsieh C.-C., Wen J.-Y., Huang D.-M.;Positioning error analysis of a land-based dual-camera mobile mapping system using POS AV 510;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866056143&partnerID=40&md5=6351721f1fb9cf58fc634603d1116755;Mobile mapping system (MMS) is widely used for fast and large quantify of geospatial data acquisition. The integration of GPS/INS with digital camera or laser scanning for direct geo-referencing is a pre-requisite for MMS. Comparing with conventional in-direct aerial triangulation method, direct geo-referencing technique is more efficient and economic in the derivation of camera's exterior orientation parameters. In this research, we apply the Applanix POS AV 510, which is designed for airborne vehicle MMS, in a land vehicle MMS for the acquisition of facade texture information. The system includes two DSLR digital cameras with 30 degrees tilted-up angle and was installed as looking forward and backward, respectively. The image acquisition was controlled and saved by the notebooks and their trigger events were stored in the POS's memory card concurrently. The error budgets for the direct geo-referencing were evaluated including the surveying of calibration field, lens distortion correction, and boresight/lever system calibration. Preliminary experimental results show that the calibration field is the most critical error source in direct georeferencing. However, due to the calibration field has wide open sky for GPS signal reception and a static data collection scheme is proposed during calibration, the designed system can achieve less than 6 cm of 3D positioning error when single camera is used and a 3cm of accuracy could be achieved when dual camera convergent imaging is adopted. The results are promising for facade texture generation and topographic mapping. Copyright © (2009) by the Asian Association on Remote Sensing.;Direct sensor orientation, Mobile mapping system, Systematic calibration
Okoli C., Schabram K.;Protocol for a systematic literature review of research on the Wikipedia;https://www.scopus.com/inward/record.uri?eid=2-s2.0-74549128340&partnerID=40&md5=94919a7272c5efdff68b0ab61c6f0867;Context: Wikipedia has become one of the ten-most visited sites on the Web, and the world's leading source of Web reference information. Its rapid success has attracted over 1,000 scholarly studies that treat Wikipedia as a major topic or data source. Objectives: This article presents a protocol for conducting a systematic mapping (a broad-based literature review) of research on Wikipedia. It identifies what research has been conducted, what research questions have been asked, which have been answered, and what theories and methodologies have been employed to study Wikipedia. Methods: This protocol follows the rigorous methodology of evidence-based software engineering to conduct a systematic mapping study. Results and conclusions: This protocol reports a study in progress. Copyright 2009 ACM.;Literature review, Open content, Open source, Wikipedia
Thomas H., O'Sullivan D., Brennan R.;Ontology mapping representations: A pragmatic evaluation;https://www.scopus.com/inward/record.uri?eid=2-s2.0-77958482484&partnerID=40&md5=232a2d05282a1c989a54b5e54a76b1ce;A common approach to mitigate the effects of ontology heterogeneity is to discover and express the specific correspondences (mappings) between different ontologies. An open research question is: how should such ontology mappings be represented? In recent years several proposals for an ontology mapping representation have been published, but as yet no format is officially standardised or generally accepted in the community. In this paper we will present the results of a systematic analysis of ontology mapping representations to provide a pragmatic state of the art overview of their characteristics. In particular we are interested how current ontology mapping representations can support the management of ontology mappings (sharing, re-use, alteration) as well as how suitable they are for different mapping tasks.,;
Islam S., Suri N., Balogh A., Csertán G., Pataricza A.;An optimization based design for integrated dependable real-time embedded systems;https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450227474&partnerID=40&md5=ae2f1b041230f21588ec22073e837925;Moving from the traditional federated design paradigm, integration of mixed-criticality software components onto common computing platforms is increasingly being adopted by automotive, avionics and the control industry. This method faces new challenges such as the integration of varied functionalities (dependability, responsiveness, power consumption, etc.) under platform resource constraints and the prevention of error propagation. Based on model driven architecture and platform based design's principles, we present a systematic mapping process for such integration adhering a transformation based design methodology. Our aim is to convert/transform initial platform independent application specifications into post integration platform specific models. In this paper, a heuristic based resource allocation approach is depicted for the consolidated mapping of safety critical and non-safety critical applications onto a common computing platform meeting particularly dependability/fault- tolerance and real-time requirements. We develop a supporting tool suite for the proposed framework, where VIATRA (VIsual Automated model TRAnsformations) is used as a transformation tool at different design steps. We validate the process and provide experimental results to show the effectiveness, performance and robustness of the approach. © Springer Science+Business Media, LLC 2009.;Constraints, Fault-tolerance, Mapping, Real-time, Transformation
Carbone M., Cui W., Lu L., Lee W., Peinado M., Jiang X.;Mapping kernel objects to enable systematic integrity checking;https://www.scopus.com/inward/record.uri?eid=2-s2.0-74049158180&partnerID=40&md5=8613cb54b067d1cbb9c45b9969d477f1;Dynamic kernel data have become an attractive target for kernel-mode malware. However, previous solutions for checking kernel integrity either limit themselves to code and static data or can only inspect a fraction of dynamic data, resulting in limited protection. Our study shows that previous solutions may reach only 28% of the dynamic kernel data and thus may fail to identify function pointers manipulated by many kernel-mode malware. To enable systematic kernel integrity checking, in this paper we present KOP, a system that can map dynamic kernel data with nearly complete coverage and nearly perfect accuracy. Unlike previous approaches, which ignore generic pointers, unions and dynamic arrays when locating dynamic kernel objects, KOP (1) applies inter-procedural points-to analysis to compute all possible types for generic pointers (e.g., void*), (2) uses a pattern matching algorithm to resolve type ambiguities (e.g., unions), and (3) recognizes dynamic arrays by leveraging knowledge of kernel memory pool boundaries. We implemented a prototype of KOP and evaluated it on a Windows Vista SP1 system loaded with 63 kernel drivers. KOP was able to accurately map 99% of all the dynamic kernel data. To demonstrate KOP's power, we developed two tools based on it to systematically identify malicious function pointers and uncover hidden kernel objects. Our tools correctly identified all malicious function pointers and all hidden objects from nine real-world kernel-mode malware samples as well as one created by ourselves, with no false alarms. Copyright 2009 ACM.;Introspection, Kernel integrity, Malware, Memory analysis, Pointer analysis
